question;a;b;c;answer;file;level;points;category;box
W jaki sposÛb dwukrotne zwiÍkszenie prÍdkoúci samochodu ciÍøarowego wp≥ywa na d≥ugoúÊ jego drogi hamowania?;ZwiÍksza dwukrotnie d≥ugoúÊ drogi hamowania.;ZwiÍksza czterokrotnie d≥ugoúÊ drogi hamowania.;Nie powoduje zmiany d≥ugoúci drogi hamowania.;B;;1;3;C,C1;C4
Jaki wp≥yw na skutecznoúÊ hamowania samochodu ciÍøarowego ma przegrzanie hamulcÛw?;Moøe siÍ ona zwiÍkszyÊ.;Moøe siÍ ona zmniejszyÊ.;Nie zmienia siÍ, niezaleønie od stopnia ich przegrzania.;B;;1;3;C,C1;C4
Jaki wp≥yw na drogÍ hamowania ma zbyt duøe ciúnienie w ogumieniu samochodu ciÍøarowego?;Moøe skrÛciÊ drogÍ hamowania.;Moøe wyd≥uøyÊ drogÍ hamowania.;Nie zmienia d≥ugoúci drogi hamowania.;B;;1;3;C,C1;C4
W ktÛrym z wymienionych przypadkÛw dopuszczalne jest zas≥oniÍcie czÍúci powierzchni przedniej szyby podczas kierowania samochodem ciÍøarowym?;Gdy ograniczona jest widocznoúÊ drogi przez przymocowany do szyby notatnik z rozpisanπ trasπ przejazdu do miejsca docelowego.;Gdy ograniczona jest widocznoúÊ drogi przez przymocowane do szyby rÛønego rodzaju ozdoby.;Gdy na czÍúci powierzchni szyby rozwiniÍta jest zas≥ona przeciws≥oneczna.;C;;1;2;C,C1;C5
W jakich okolicznoúciach w≥πczenie tylnych úwiate≥ przeciwmg≥owych w samochodzie ciÍøarowym s≥uøy zwiÍkszeniu widocznoúci pojazdu podczas jazdy?;W nocy w kaødych warunkach atmosferycznych.;W dzieÒ iw nocy w kaødych warunkach atmosferycznych.;W dzieÒ lub w nocy w warunkach zmniejszonej przejrzystoúci powietrza.;C;;1;2;C,C1;C5
W ktÛrym przypadku zmiana zaplanowanej trasy przejazdu jest najbardziej wskazana?;Gdy wystÍpujπ niewielkie nierÛwnoúci drogi.;Gdy wystÍpujπ okresowe opady deszczu.;Gdy wystÍpujπ bardzo z≥e warunki pogodowe i droga jest oblodzona.;C;;1;2;C,C1;C5
Czy fakt, øe jedziesz we mgle, ma wp≥yw na d≥ugoúÊ drogi hamowania?;Tak, moøe siÍ ona zwiÍkszyÊ ze wzglÍdu na zawilgocenie jezdni.;Tak, moøe siÍ ona zmniejszyÊ ze wzglÍdu na zwiÍkszonπ przyczepnoúÊ opony do nawierzchni jezdni.;Nie, nie zwiÍksza siÍ ani nie zmniejsza, bo mg≥a i wilgotnoúÊ nie ma na niπ wp≥ywu.;A;;1;2;C,C1;C5
W ktÛrym z wymienionych przypadkÛw silny boczny wiatr ma najwiÍkszy wp≥yw na stabilnoúÊ jazdy pojazdem cz≥onowym?;Podczas przewozu ≥adunku o duøej masie.;Podczas jazdy bez ≥adunku i przy duøej powierzchni bocznej zespo≥u pojazdÛw.;Podczas jazdy bez ≥adunku i przy ma≥ej powierzchni bocznej zespo≥u pojazdÛw.;B;;1;2;C,C1;C5
Jak naleøy trzymaÊ kierownicÍ podczas jazdy samochodem ciÍøarowym na wprost?;Obiema rÍkami moøna trzymaÊ kierownicÍ w dowolnych jej miejscach.;Lewa rÍka trzyma kierownicÍ miÍdzy godzinπ 9 i 10, a prawa spoczywa na dowolnym miejscu na kierownicy.;Lewa rÍka trzyma kierownicÍ miÍdzy godzinπ 9 i 10, a prawa - miÍdzy godzinπ 2 i 3.;C;;1;3;C,C1;C6
W ktÛrym z przypadkÛw uøywanie tempomatu jest najbardziej uzasadnione?;Podczas jazdy po drogach w terenie gÛrzystym.;Podczas jazdy w ruchu miejskim.;Podczas d≥ugotrwa≥ej jazdy ze sta≥π prÍdkoúciπ.;C;;1;3;C,C1;C6
KtÛra z wymienionych technik jazdy jest najlepsza przy zjeødøaniu ze wzniesienia za≥adowanym samochodem ciÍøarowym?;Zjeødøanie na odpowiednio dobranym biegu i z uøyciem retardera.;Zjeødøanie na moøliwie najwyøszym biegu i korygowanie prÍdkoúci wy≥πcznie hamulcem zasadniczym.;Zjeødøanie na biegu neutralnym i korygowanie prÍdkoúci hamulcem zasadniczym.;A;;1;3;C,C1;C6
KtÛrπ z podanych zasad naleøy stosowaÊ podczas za≥adunku samochodu ciÍøarowego?;£adunek nie moøe powodowaÊ przekroczenia dopuszczalnej ≥adownoúci pojazdu.;W øadnym przypadku ≥adunek nie moøe wystawaÊ z ty≥u pojazdu.;£adunek moøe czÍúciowo zas≥aniaÊ tablice rejestracyjne pojazdu.;A;;1;2;C,C1;C7
KtÛre z podanych zasad naleøy stosowaÊ podczas rozmieszczania lub mocowania ≥adunku w samochodzie ciÍøarowym?;årodek ciÍøkoúci ca≥ego ≥adunku powinien znajdowaÊ siÍ jak najbliøej osi wzd≥uønej pojazdu.;CiÍøsze przedmioty powinny byÊ umieszczone wyøej, a løejsze niøej.;Metoda mocowania ≥adunku jest niezaleøna od charakterystyki ≥adunku.;A;;1;2;C,C1;C7
W ktÛrym przypadku masz obowiπzek dodatkowo zabezpieczyÊ odpowiednimi zas≥onami, uniemoøliwiajπcymi wysypywanie siÍ na drogÍ sypkiego ≥adunku, ktÛry zamierzasz przewieüÊ samochodem ciÍøarowym w szczelnej skrzyni ≥adunkowej?;W kaødym przypadku, niezaleønie od cech ≥adunku i warunkÛw przewozu.;Tylko wÛwczas, gdy ≥adunek jest suchy i pylπcy.;Tylko wÛwczas, gdy ≥adunek zajmuje wiÍcej niø po≥owÍ wysokoúci skrzyni.;A;;1;2;C,C1;C7
Jak po≥oøenie úrodka ciÍøkoúci ≥adunku wp≥ywa na sposÛb zabezpieczenia ≥adunku?;Nie ma øadnego wp≥ywu na sposÛb zabezpieczenia ≥adunku.;Wysokie po≥oøenie úrodka ciÍøkoúci ≥adunku moøe wymagaÊ zastosowania dodatkowych technik jego zabezpieczania.;Niskie po≥oøenie úrodka ciÍøkoúci sprawia, øe ≥adunek nie musi byÊ zabezpieczony.;B;;1;2;C,C1;C7
W jaki sposÛb masz obowiπzek oznaczyÊ wystajπce za tylnπ p≥aszczyznÍ obrysu pojazdu, na odleg≥oúÊ ok. 1 m, stalowe elementy, ktÛre w ciπgu dnia przewozisz samochodem ciÍøarowym?;Chorπgiewkπ barwy czerwonej o wymiarach co najmniej 50 na 50 cm.;Chorπgiewkπ barwy pomaraÒczowej o wymiarach co najmniej 50 na 50 cm.;Tarczπ z co najmniej dwoma bia≥ymi i dwoma czerwonymi pasami, ktÛrych widoczna od ty≥u ≥πczna powierzchnia wynosi co najmniej 1000 cm2.;C;;1;2;C,C1;C7
Jaki moøe byÊ skutek uszkodzenia jednej z øarÛwek kierunkowskazÛw?;Pozosta≥e øarÛwki kierunkowskazÛw takøe nie bÍdπ dzia≥aÊ.;Przerywacz kierunkowskazÛw bÍdzie pracowa≥ ze zwiÍkszonπ czÍstotliwoúciπ.;W≥πczπ siÍ úwiat≥a awaryjne.;B;;1;1;C,C1;C9
Ile wynosi minimalna dozwolona g≥ÍbokoúÊ rzeüby bieønika opony samochodu ciÍøarowego?;3 mm.;1,6 mm.;2,6 mm.;B;;1;1;C,C1;C9
KtÛre z wymienionych dzia≥aÒ naleøy podjπÊ, gdy w czasie jazdy zaúwieci siÍ na czerwono lampka kontrolna temperatury cieczy ch≥odzπcej?;ZatrzymaÊ pojazd i wy≥πczyÊ silnik.;ZwolniÊ.;PrzyspieszyÊ.;A;;1;1;C,C1;C9
KtÛre z wymienionych dzia≥aÒ naleøy podjπÊ, gdy w czasie jazdy zaúwieci siÍ na czerwono lampka kontrolna ciúnienia oleju w silniku?;ZatrzymaÊ pojazd i wy≥πczyÊ silnik.;ZwolniÊ.;ZwiÍkszyÊ obroty silnika.;A;;1;1;C,C1;C9
Co naleøy zrobiÊ, gdy u nieprzytomnego poszkodowanego w wypadku drogowym stwierdzisz brak oddechu?;W obawie o ewentualny uraz krÍgos≥upa pozostawiÊ rannego w pojeüdzie do przyjazdu ratownictwa medycznego.;WydostaÊ rannego z rozbitego pojazdu i przystπpiÊ do resuscytacji.;PozostawiÊ rannego w pojeüdzie i przykryÊ go kocem termoizolacyjnym, czekajπc na przybycie ratownictwa medycznego.;B;;1;3;C,C1;C10
W ktÛrym z wymienionych przypadkÛw, udzielajπc pomocy ofiarom wypadku drogowego, powinieneú za≥oøyÊ rÍkawiczki ochronne?;Dopiero po wydostaniu rannego z pojazdu i po zauwaøeniu, øe krwawi.;Tylko na czas zak≥adania opatrunku na krwawiπcπ ranÍ.;Przed rozpoczÍciem wydostawania rannego z wnÍtrza rozbitego pojazdu.;C;5D138_4.jpg;1;3;C,C1;C10
Po jakim czasie mÛzg poszkodowanego, u ktÛrego dosz≥o do zatrzymania krπøenia umiera?;Po ok. 4-5 minutach.;Po 20 minutach.;Po 1 godzinie.;A;;1;3;C,C1;C10
Dlaczego pozycja boczna ustalona jest bezpieczna dla osoby rannej w wypadku drogowym?;Poniewaø jest wygodna dla osoby rannej.;Poniewaø jest stabilna, zapewnia droønoúÊ drÛg oddechowych i zabezpiecza osobÍ rannπ przed zach≥yúniÍciem siÍ.;Poniewaø pozwala przeprowadziÊ ratujπcemu dzia≥ania resuscytacyjne.;B;5D160_4.jpg;1;3;C,C1;C10
Jak d≥ugo powinieneú prowadziÊ masaø serca i sztuczne oddychanie wobec osoby rannej w wypadku?;Przez 60 minut.;Do momentu odzyskania przez niπ oddechu lub przekazania jej ratownikowi medycznemu.;Przez 5 minut.;B;5D162_4.jpg;1;3;C,C1;C10
KtÛry dokument masz obowiπzek mieÊ przy sobie, gdy kierujesz autobusem przewoøπcym osoby w ramach przewozu regularnego?;Zaúwiadczenie o stanie zdrowia.;Zaúwiadczenie o odbytym szkoleniu bhp.;Rozk≥ad jazdy.;C;;1;1;D,D1;D8
KtÛrπ z czynnoúci naleøy wykonaÊ, przystÍpujπc do wymiany ko≥a w autobusie?;Pod≥oøyÊ kliny zabezpieczajπce pod przeciwleg≥e ko≥o.;ZwolniÊ hamulec postojowy.;UstawiÊ düwigniÍ zmiany biegÛw w po≥oøeniu neutralnym.;A;;1;1;D,D1;D9
Czy w okresie zimowym zalecane jest dolewanie benzyny do zbiornika paliwa autobusu z silnikiem wysokoprÍønym?;Tak, jest to wskazane z uwagi na zmniejszenie siÍ krzepliwoúci benzyny.;Tak, gdy iloúÊ dolanej benzyny nie jest wiÍksza niø 10% objÍtoúci zbiornika.;Nie, gdyø prowadzi to do uszkodzenia uk≥adu zasilania i silnika.;C;;1;1;D,D1;D9
Jakπ funkcjÍ w silniku wysokoprÍønym spe≥nia úwieca øarowa?;U≥atwia rozruch zimnego silnika.;Podgrzewa paliwo w zbiorniku.;Podgrzewa p≥yn ch≥odzπcy.;A;;1;1;D,D1;D9
KtÛry z wymienionych objawÛw moøe úwiadczyÊ o niedoborze p≥ynu do wspomagania uk≥adu kierowniczego w autobusie?;Skrzypiπca kolumna kierownicy.;Zarzucanie przodu pojazdu podczas hamowania.;G≥oúniejsza praca pompy wspomagania podczas skrÍtÛw kierownicy przy pracujπcym silniku.;C;;1;1;D,D1;D9
KtÛry z objawÛw najbardziej wskazuje na zuøycie tarczy sprzÍg≥a?;Wyraüny opÛr düwigni podczas zmiany biegÛw.;Trudnoúci przy w≥πczaniu pierwszego lub wstecznego biegu.;Gwa≥towny wzrost obrotÛw silnika przy braku wzrostu prÍdkoúci podczas przyspieszania.;C;;1;1;D,D1;D9
W trakcie przewoøenia pasaøerÛw autobusem turystycznym zauwaøy≥eú dym wydobywajπcy siÍ z komory silnika. KtÛre z wymienionych dzia≥aÒ powinieneú podjπÊ natychmiast po zatrzymaniu pojazdu?;SprÛbowaÊ ugasiÊ poøar.;OddaliÊ siÍ jak najszybciej od autobusu.;EwakuowaÊ przewoøone osoby.;C;;1;3;D,D1;D10
W ktÛrym miejscu na drodze powinieneú zatrzymaÊ swÛj pojazd, gdy dostrzeøesz przed sobπ osoby ranne i rozbite pojazdy oraz podjeødøajπce do nich pojazdy s≥uøb ratowniczych?;Jak najbliøej ofiar wypadku.;W miejscu zapewniajπcym odpowiedni dostÍp pojazdÛw ratowniczych do rannych i rozbitych pojazdÛw.;Jak najbliøej rozbitych pojazdÛw.;B;;1;3;D,D1;D10
Z jakπ czÍstotliwoúciπ naleøy uciskaÊ klatkÍ piersiowπ osoby doros≥ej, ktÛrπ resuscytujesz?;100-120 uciskÛw na minutÍ.;60-80 uciskÛw na minutÍ.;140-160 uciskÛw na minutÍ.;A;6D183_4.jpg;1;3;D,D1;D10
KtÛry sposÛb uciskania klatki piersiowej jest w≥aúciwy, gdy przy wykonujesz masaø serca osoby doros≥ej?;Uciskanie dwoma rÍkami u≥oøonymi poúrodku klatki piersiowej.;Uciskanie jednπ rÍkπ u≥oøonπ tuø poniøej mostka.;Uciskanie dwoma palcami u≥oøonymi na klatce piersiowej nad sercem.;A;6D195_4.jpg;1;3;D,D1;D10
Objawem zbyt duøego sumarycznego luzu uk≥adu kierowniczego jest:;dπønoúÊ do samoczynnego powrotu skrÍconych kÛ≥ kierowanych do po≥oøenia úrodkowego.;brak wystÍpowania drgaÒ przedniego zawieszenia.;pogorszenie kierowalnoúci i statecznoúci pojazdu.;C;;1;1;D,D1;D9
Jakπ funkcjÍ spe≥nia system ABS zastosowany w samochodzie ciÍøarowym?;Skraca drogÍ hamowania w kaødych warunkach drogowych.;Jest niewraøliwy na rodzaj nawierzchni jezdni.;Umoøliwia kierowanie pojazdem w czasie hamowania awaryjnego.;C;;1;3;C,C1;C6
Czy w tej sytuacji, dojeødøajπc drogπ dwukierunkowπ do wierzcho≥ka wzniesienia, masz prawo wyprzedziÊ motocykl?;;;;N;IMG_9303Bd8org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
Czy kierujπc autobusem, wolno Ci spoøywaÊ posi≥ek podczas jazdy?;Tak, jeøeli jedziesz bez pasaøerÛw.;Tak, jeøeli jedziesz tylko z jednym pasaøerem.;Nie, jeøeli jedziesz autostradπ lub drogπ ekspresowπ, niezaleønie od liczby przewoøonych pasaøerÛw.;A;;1;2;D,D1;D7
Czy w tej sytuacji migajπcy sygna≥ øÛ≥ty zezwala Ci wjechaÊ za sygnalizator bez zatrzymywania siÍ?;;;;T;L5T1_021.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W5
Z jakπ maksymalnπ dopuszczalnπ prÍdkoúciπ wolno Ci jechaÊ po drodze za tymi znakami, jeúli holujesz inny samochÛd osobowy?;30 km/h,;60 km/h,;90 km/h.;B;30133_2.jpg;1;3;B;B1
Zajmujesz prawy pas ruchu. Czy na skrzyøowaniu wolno Ci skrÍciÊ w prawo?;;;;T;IMG_9786_orgbezmaski zielone.jpg;0;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
Czy w tej sytuacji wolno Ci skrÍciÊ w prawo w widocznπ drogÍ?;;;;N;4058D15org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
KtÛrπ z wymienionych czynnoúci masz obowiπzek wykonaÊ przed rozpoczÍciem jazdy widocznym pojazdem?;OczyúciÊ ze úniegu tylko przedniπ szybÍ w pojeüdzie.;OczyúciÊ ze úniegu tylko szyby w pojeüdzie.;OczyúciÊ ze úniegu wszystkie szyby, pokrywÍ silnika, dach i lusterka.;C;B0652_.jpg;1;2;B,B1;B6
Kierujesz motocyklem w czasie deszczu. Jak powinieneú zareagowaÊ, gdy odczujesz, øe tylne ko≥o Twojego pojazdu traci przyczepnoúÊ?;Natychmiast zahamowaÊ.;Natychmiast zwolniÊ, zmniejszajπc w pierwszej kolejnoúci obroty silnika.;Natychmiast zredukowaÊ bieg.;B;A0167_.jpg;1;3;A,A1,A2;A3
W jaki sposÛb powinieneú obserwowaÊ drogÍ za kierowanym przez siebie motocyklem, gdy zamierzasz wjechaÊ na pas ruchu po swojej lewej stronie?;Tylko patrzπc w lewe lusterko.;Tylko odwracajπc g≥owÍ.;Patrzπc w lewe lusterko, a w razie koniecznoúci odwracajπc takøe g≥owÍ.;C;;1;2;A,A1,A2;A5
KtÛrπ z wymienionych czynnoúci powinieneú wykonaÊ, kierujπc motocyklem, gdy masz do pokonania ostry ≥uk drogi?;ZredukowaÊ bieg na ≥uku drogi.;DostosowaÊ prÍdkoúÊ odpowiednio wczeúnie, by nie uøywaÊ hamulca na ≥uku drogi.;UøyÊ hamulca z chwilπ wjazdu w ≥uk drogi.;B;A0187_.jpg;1;2;A,A1,A2;A6
KtÛry z wymienionych sposobÛw hamowania samochodu ciÍøarowego wyposaøonego w system ABS zapewnia najszybsze zatrzymanie pojazdu?;Pulsacyjne wciskanie peda≥u hamulca.;Jak najmocniejsze wciúniÍcie peda≥u hamulca i jednoczesne wciúniÍcie peda≥u sprzÍg≥a.;Stopniowe wciskanie peda≥u hamulca.;B;;1;3;C,C1;C6
W ktÛrym z wymienionych przypadkÛw hamulec silnikowy wy≥πcza siÍ automatycznie?;Gdy prÍdkoúÊ obrotowa silnika jest mniejsza niø 1500 obr./min.;Gdy prÍdkoúÊ pojazdu jest mniejsza niø 30 km/h.;Po uruchomieniu systemu ABS.;C;C0329_.jpg;1;3;C,C1;C4
KtÛra z wymienionych informacji podlega obowiπzkowemu zapisowi na wykresÛwce tachografu?;Czas dziennego odpoczynku kierowcy.;WielkoúÊ obrotÛw silnika.;Masa ≥adunku pojazdu.;A;D0178_.jpg;1;3;D,D1;D3
Pod ktÛrym z pokazanych symboli tachograf rejestruje przerwy w pracy i okresy dziennego odpoczynku?;A.;B.;C.;C;D0179_.jpg;1;3;D,D1;D3
Przez jak d≥ugi okres wolno Ci uøywaÊ wykresÛwki?;Przez okres do 10% d≥uøszy, niø ten, na ktÛry jest przeznaczona.;Przez okres nie d≥uøszy niø ten, na ktÛry jest przeznaczona.;Przez dowolny czas.;B;D0181_.jpg;1;3;D,D1;D3
Ile metrÛw odstÍpu od poprzedzajπcego pojazdu naleøy zachowaÊ podczas zatrzymania wynikajπcego z zatoru drogowego w tunelu?;Nie mniej niø 3 metry.;Nie mniej niø 5 metrÛw.;Nie mniej niø 7 metrÛw.;B;D0202_.jpg;1;3;D,D1;D4
W ktÛrym z wymienionych przypadkÛw hamulec silnikowy wy≥πcza siÍ automatycznie?;Gdy prÍdkoúÊ obrotowa silnika jest mniejsza niø 1500 obr/min.;Gdy prÍdkoúÊ pojazdu jest mniejsza niø 30 km/h.;Gdy uruchomi≥ siÍ system ABS.;C;;1;3;D,D1;D4
Jakie moøe byÊ nastÍpstwo d≥ugotrwa≥ej jazdy autobusem, gdy wskaünik obrotomierza znajduje siÍ ca≥y czas na czerwonym polu?;Optymalizacja zuøycia paliwa.;Uszkodzenie silnika.;Wzrost wydajnoúci silnika.;B;D0226_.jpg;1;3;D,D1;D6
Czy w tej sytuacji zbliøajπc siÍ do pieszego na jezdni, masz obowiπzek zmniejszyÊ prÍdkoúÊ pojazdu?;;;;T;D36_52org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W16
Czy w tej sytuacji masz obowiπzek sygnalizowaÊ zamiar skrÍtu w prawo?;;;;T;IMG_3166orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy w tej sytuacji masz obowiπzek uøywaÊ úwiate≥ mijania?;;;;T;4099.wmv;0;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W14
Czy ten znak ostrzega, øe zbliøasz siÍ do skrzyøowania z wlotem drogi jednokierunkowej wystÍpujπcej z lewej strony?;;;;N;PICT_106_1024x576.wmv;0;2;B;W1
Czy ten znak pionowy ostrzega o dwÛch niebezpiecznych zakrÍtach, z ktÛrych pierwszy jest w prawo, a drugi w lewo?;;;;N;PICT_111_1024x576.wmv;0;2;B;W1
Czy w przedstawionej sytuacji zbliøasz siÍ do przejazdu kolejowego bez zapÛr?;;;;N;PICT_1_1024x576.wmv;0;2;B;W1
Czy w przedstawionej sytuacji zbliøasz siÍ do skrzyøowania z drogπ podporzπdkowanπ?;;;;N;PICT_5_1024x576.wmv;0;2;B;W1
Czy w tej sytuacji zbliøasz siÍ do skrzyøowania drÛg, na ktÛrym pierwszeÒstwo jest ustalone znakami drogowymi?;;;;N;PICT_113_1024x576.wmv;0;2;B;W1
Czy masz obowiπzek kaødorazowo zatrzymaÊ pojazd przed wjazdem na takie skrzyøowanie?;;;;N;Slajd370_cen_1024x576.jpg;0;2;B;W1
Czy ten znak ostrzega, øe zbliøasz siÍ do skrzyøowania z drogπ z pierwszeÒstwem przejazdu?;;;;N;4_cen_1024x576.jpg;0;2;B;W1
Czy w tej sytuacji jesteú ostrzegany, øe zbliøasz siÍ do przejúcia dla pieszych?;;;;N;101_1024x576.jpg;0;2;B;W1
Czy jadπc na wprost zbliøysz siÍ do miejsca, w ktÛrym rozpoczyna siÍ ruch dwukierunkowy?;;;;T;PICT_109_Censored_1024x576.wmv;0;2;B;W1
Czy w przedstawionej sytuacji zbliøasz siÍ do przejazdu kolejowego z zaporami?;;;;T;PICT_1_1024x576.wmv;0;2;B;W1
Czy w tej sytuacji znajdujesz siÍ na drodze z pierwszeÒstwem?;;;;T;ZO-10-14_0001_Censored_1024x576.wmv;0;2;B;W1
Czy widoczne oznakowanie ostrzega o przejeüdzie kolejowym z zaporami?;;;;T;ZO-10-14_0003_Censored_1024x576.wmv;0;2;B;W1
Czy w tej sytuacji jesteú ostrzegany o moøliwoúci wystÍpowania go≥oledzi na jezdni?;;;;T;105_1024x576.jpg;0;2;B;W1
Czy w tej sytuacji zbliøasz siÍ do drogi z pierwszeÒstwem?;;;;T;Slajd61_cen_1024x576.jpg;0;2;B;W1
Czy w tej sytuacji, na najbliøszym skrzyøowaniu, masz pierwszeÒstwo przed pojazdami nadjeødøajπcymi z lewej strony?;;;;T;4_cen_1024x576.jpg;0;2;B;W1
Czy w tej sytuacji, po przejechaniu 80 m, naleøy ustπpiÊ pierwszeÒstwa pojazdom poruszajπcym siÍ drogπ poprzecznπ?;;;;T;Slajd61_cen_1024x576.jpg;0;2;B;W1
Czy w widocznej sytuacji znajdujesz siÍ na drodze z pierwszeÒstwem?;;;;T;Slajd545_cen_1024x576.jpg;0;2;B;W1
Czy dozwolone jest zatrzymanie samochodu osobowego na drodze dla rowerÛw, jeøeli pozostanie co najmniej 1,5 m szerokoúci dla rowerzystÛw?;;;;N;Slajd267_cen_1024x576.jpg;0;2;B;W10
Czy w tej sytuacji masz prawo na chwilÍ zatrzymaÊ pojazd na jezdni w celu wysadzenia pasaøera?;;;;N;241_1024x576.jpg;0;2;B;W10
Czy w tej sytuacji masz prawo zatrzymaÊ pojazd na poboczu?;;;;N;181_1024x576.jpg;0;2;B;W10
Czy w tej sytuacji za znakiem masz prawo zaparkowaÊ na jezdni pojazd silnikowy?;;;;N;183_1024x576.jpg;0;2;B;W10
Czy za widocznymi znakami zakazu dozwolony jest postÛj pojazdu silnikowego na chodniku?;;;;N;241_1024x576.jpg;0;2;B;W10
Czy w tej sytuacji po wykonaniu manewru wyprzedzania masz obowiπzek zjechaÊ na prawy pas ruchu?;;;;T;G_zmiana_pasa_4_1024x576.wmv;0;2;B;W10
Czy masz prawo zatrzymaÊ swÛj pojazd na prawym poboczu tej drogi?;;;;T;245_1024x576.jpg;0;2;B;W10
Czy w tej sytuacji masz prawo zatrzymaÊ pojazd za znakiem w celu wysadzenia pasaøera?;;;;T;180_1024x576.jpg;0;2;B;W10
Czy w tej sytuacji zabronione jest zatrzymanie pojazdu na prawym poboczu tej drogi?;;;;T;243_1024x576.jpg;0;2;B;W10
Czy w widocznej sytuacji znajdujesz siÍ na drodze jednojezdniowej dwukierunkowej o czterech pasach ruchu?;;;;T;Slajd549_cen_1024x576.jpg;0;2;B;W10
Czy w przedstawionej sytuacji masz prawo najechaÊ na liniÍ ciπg≥π?;;;;N;PICT_50_1024x576.wmv;0;2;B;W11
Czy w widocznej sytuacji masz prawo zmieniÊ pas ruchu na prawy, aby kontynuowaÊ jazdÍ prosto?;;;;N;Film_571.wmv;0;2;B;W11
Czy w tej sytuacji masz prawo zmieniÊ pas ruchu na prawy?;;;;T;PICT2882c_MNDIS_1024x576.wmv;0;2;B;W11
Czy w widocznej sytuacji konieczne jest w≥πczenie kierunkowskazu w celu zasygnalizowania zmiany pasa ruchu?;;;;T;Slajd391_cen_1024x576.jpg;0;2;B;W11
Czy zbliøajπc siÍ do miejsca postoju autobusu szkolnego poza obszarem zabudowanym masz obowiπzek umoøliwiÊ kierujπcemu tym autobusem wjazd na jezdniÍ, o ile sygnalizuje on zamiar wykonania takiego manewru?;;;;T;Slajd_003189_1024x576.jpg;0;2;B;W11
Czy w przedstawionej sytuacji masz prawo zwiÍkszyÊ prÍdkoúÊ jazdy i wyprzedziÊ jadπcy przed tobπ samochÛd ciÍøarowy?;;;;N;PICT_74_1024x576.wmv;0;3;B;W12
Czy na tej drodze poza obszarem zabudowanym dopuszcza siÍ wyprzedzanie pojazdu silnikowego z prawej strony?;;;;N;Slajd549_cen_1024x576.jpg;0;3;B;W12
Czy w takim miejscu na drodze dopuszcza siÍ wyprzedzanie pojazdu silnikowego?;;;;N;Slajd546_cen_1024x576.jpg;0;3;B;W12
Czy w widocznej sytuacji masz prawo rozpoczπÊ manewr wyprzedzania?;;;;N;Slajd13_cen_1024x576.jpg;0;3;B;W12
Czy na tym skrzyøowaniu masz prawo wyprzedzaÊ?;;;;T;PNS-10-14-0024_Censored_1024x576.wmv;0;3;B;W12
Czy w przedstawionej sytuacji masz prawo wyprzedziÊ samochÛd jadπcy prawym pasem ruchu?;;;;T;PICT_207_1024x576.wmv;0;3;B;W12
Czy w widocznej sytuacji manewr wyprzedzania niesie ryzyko poúlizgu i spowodowania wypadku drogowego?;;;;T;206_1024x576.jpg;0;3;B;W12
Czy w widocznej sytuacji masz prawo wyprzedziÊ na skrzyøowaniu pojazd poprzedzajπcy ?;;;;T;Slajd407_cen_1024x576.jpg;0;3;B;W12
Czy w tej sytuacji przejeødøajπc obok stojπcego pojazdu wykonujesz manewr wymijania?;;;;N;Film_457.wmv;0;2;B;W13
Czy przejeødøajπc obok rowerzysty wykonujesz manewr wymijania?;;;;N;166_1024x576.jpg;0;2;B;W13
Czy w tej sytuacji masz prawo wykonaÊ manewr cofania?;;;;N;171_1024x576.jpg;0;2;B;W13
Czy w widocznej sytuacji masz prawo kontynuowaÊ jazdÍ przed pojazdem nadjeødøajπcym z przeciwka?;;;;N;Slajd265_cen_1024x576.jpg;0;2;B;W13
Czy zabrania siÍ cofania na drodze jednokierunkowej?;;;;N;Slajd_004049_1024x576.jpg;0;2;B;W13
Czy podczas ustalania bezpiecznego odstÍpu od zaparkowanych pojazdÛw powinieneú braÊ pod uwagÍ moøliwoúÊ otwarcia siÍ drzwi w jednym z nich?;;;;T;PNS-10-14-0028_Censored_1024x576.wmv;0;2;B;W13
Czy w przedstawionej sytuacji pojazd jadπcy z przeciwka ma pierwszeÒstwo?;;;;T;PICT_79_1024x576.wmv;0;2;B;W13
Czy w tej sytuacji przejeødøajπc obok stojπcego pojazdu komunikacji miejskiej wykonujesz manewr omijania?;;;;T;Film_456.wmv;0;2;B;W13
Czy zabrania siÍ cofania pojazdem w tunelu, na moúcie i wiadukcie?;;;;T;N655.jpg;0;2;B;W13
Czy masz prawo uøywaÊ úwiate≥ przeciwmg≥owych tylnych, jeøeli mg≥a ogranicza widocznoúÊ na odleg≥oúÊ 100 m?;;;;N;Slajd258_cen_1024x576.jpg;0;1;B;W14
Czy w czasie jazdy w warunkach zmniejszonej przejrzystoúci powietrza spowodowanych mg≥π w pojeüdzie silnikowym mogπ byÊ w≥πczone tylko úwiat≥a przeciwmg≥owe przednie?;;;;N;Slajd258_cen_1024x576.jpg;0;1;B;W14
